# File:SSP_database_v9.csv,,,,,,,,,,,,,,,,,,,,,,,,
MODEL,SCENARIO,iso,REGION,VARIABLE,UNIT,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IIASA-WiC POP,SSP2_v9_130115,grc,GRC,Population|Male|Aged25-29,million,0.413812,0.3540513,0.307794706,0.295149155,0.294941066,0.319083603,0.305414853,0.2858181,0.269373648,0.261178235,0.2603323,0.258948461,0.253023411,0.241220361,0.228718057,0.219897077,0.214281157,0.209309324,0.202628509
IIASA-WiC POP,SSP2_v9_130115,grc,GRC,Population|Male|Aged30-34,million,0.470041,0.424136756,0.362200502,0.320883703,0.308654828,0.308988674,0.332270045,0.32019583,0.302814669,0.287564689,0.279392773,0.275874136,0.271844047,0.26328162,0.24890015,0.234069446,0.223235844,0.215803861,0.209184065
IIASA-WiC POP,SSP2_v9_130115,grc,GRC,Population|Male|Aged35-39,million,0.461266,0.464618213,0.418765859,0.364765978,0.327550299,0.315818394,0.316680533,0.339171307,0.328417601,0.312885853,0.298720437,0.288905621,0.283880171,0.278325006,0.268232487,0.252357598,0.236174049,0.22415543,0.215666351
IIASA-WiC POP,SSP2_v9_130115,grc,GRC,Population|Male|Aged40-44,million,0.450995,0.456128148,0.455757479,0.415229221,0.366079523,0.331474252,0.32016343,0.321442378,0.343539264,0.333627063,0.319233312,0.30411019,0.2934263,0.287588373,0.281199833,0.270259859,0.253564089,0.236642511,0.223990831
IIASA-WiC POP,SSP2_v9_130115,grc,GRC,Population|Male|Aged45-49,million,0.395345,0.443412846,0.446596183,0.447445839,0.410426896,0.364546432,0.331840917,0.321015328,0.322632587,0.344447924,0.335154859,0.32050585,0.305187668,0.294301556,0.288247222,0.281615906,0.270433736,0.253514308,0.236414424
IIASA-WiC POP,SSP2_v9_130115,grc,GRC,Population|Male|Aged5-9,million,0.275032,0.302131442,0.2867072,0.264975648,0.247476455,0.239341322,0.238956515,0.240688199,0.238064409,0.229470503,0.220072528,0.213868324,0.210594506,0.207759827,0.203053494,0.195772873,0.18731356,0.179735901,0.173813152
IIASA-WiC POP,SSP2_v9_130115,grc,GRC,Population|Male|Aged50-54,million,0.379754,0.38904918,0.434485204,0.438753803,0.440677138,0.406226319,0.362696269,0.331446201,0.321087367,0.32301502,0.344735025,0.335474274,0.32073944,0.305348898,0.29437451,0.288203086,0.281446371,0.270149193,0.253156346
IIASA-WiC POP,SSP2_v9_130115,grc,GRC,Population|Male|Aged55-59,million,0.344653,0.370590826,0.380045656,0.424991261,0.430442695,0.433485676,0.40126994,0.359792882,0.329816819,0.319959742,0.32224143,0.343805567,0.334693523,0.320035399,0.304717653,0.293772302,0.28760432,0.280846013,0.269584826
IIASA-WiC POP,SSP2_v9_130115,grc,GRC,Population|Male|Aged60-64,million,0.315389,0.332331635,0.358530414,0.369326599,0.414062714,0.420888631,0.425166842,0.395152361,0.355643893,0.326930265,0.317705826,0.320169384,0.341738969,0.332908871,0.318505068,0.303397739,0.292620723,0.28657638,0.279960863
IIASA-WiC POP,SSP2_v9_130115,grc,GRC,Population|Male|Aged65-69,million,0.240207,0.296866228,0.315272609,0.342320058,0.354627917,0.399153571,0.407618652,0.413464112,0.385984668,0.348714067,0.321545418,0.313125758,0.316088091,0.33786692,0.329619384,0.315744836,0.3011155,0.290719264,0.285011784
IIASA-WiC POP,SSP2_v9_130115,grc,GRC,Population|Male|Aged70-74,million,0.248275,0.217437555,0.27190782,0.291954562,0.319761344,0.333818343,0.377933561,0.388435169,0.396277167,0.371955703,0.337739941,0.312560354,0.305440003,0.309252206,0.331469873,0.32415422,0.311200949,0.297358963,0.287626171
IIASA-WiC POP,SSP2_v9_130115,grc,GRC,Population|Male|Aged75-79,million,0.210971,0.208351613,0.186487903,0.237176423,0.258675259,0.286931507,0.302810543,0.346150777,0.359271256,0.369576611,0.349663277,0.319706295,0.297793588,0.292679838,0.297902848,0.320757225,0.314999339,0.303514378,0.290990786
IIASA-WiC POP,SSP2_v9_130115,grc,GRC,Population|Male|Aged80-84,million,0.143177,0.156020964,0.159500672,0.146761203,0.19123527,0.213362468,0.240965623,0.258729879,0.300078909,0.315970149,0.32943747,0.315413336,0.291648732,0.274398607,0.272222632,0.279342534,0.303066717,0.299611622,0.290485409
IIASA-WiC POP,SSP2_v9_130115,grc,GRC,Population|Male|Aged85-89,million,0.056012,0.086779752,0.099467867,0.105997448,0.10128086,0.136530143,0.157035656,0.182464458,0.200801683,0.237811512,0.256145747,0.27237449,0.265744712,0.249952169,0.238986945,0.240472851,0.25008895,0.274560493,0.274482661
IIASA-WiC POP,SSP2_v9_130115,grc,GRC,Population|Male|Aged90-94,million,0.017328,0.025196809,0.041864939,0.05087425,0.057163134,0.057427294,0.080795034,0.097315193,0.117519486,0.133834449,0.163751508,0.18210367,0.199598703,0.200228362,0.193402285,0.189345792,0.194887515,0.206835396,0.231518158
IIASA-WiC POP,SSP2_v9_130115,grc,GRC,Population|Male|Aged95-99,million,0.00437,0.005101876,0.008146497,0.01463045,0.019037384,0.02288404,0.024361081,0.036490918,0.04660027,0.059251137,0.070994691,0.090868323,0.105897028,0.12115442,0.126690113,0.127039832,0.128968728,0.137181487,0.150298409
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population,million,0.104487,0.107068612,0.109537469,0.111363483,0.112728663,0.113954212,0.115020886,0.115655111,0.115761645,0.11538655,0.11469859,0.113651975,0.112259586,0.110484915,0.108507799,0.1064746,0.104526991,0.102718615,0.101024973
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female,million,0.052262,0.053148461,0.054064991,0.054766504,0.055322614,0.055863292,0.056371383,0.056682833,0.056744413,0.056588285,0.056307176,0.055885881,0.055314466,0.0545486,0.053656095,0.052703465,0.051767893,0.050899603,0.050095859
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged0-4,million,0.004725,0.004789476,0.004657509,0.004269559,0.003853543,0.003648725,0.003580353,0.003443724,0.003230417,0.002977105,0.002796332,0.002638787,0.002515185,0.00236852,0.002262968,0.002152664,0.002054646,0.001971863,0.001899312
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged10-14,million,0.004943,0.004315821,0.004447029,0.00451051,0.00439775,0.004054603,0.003685237,0.003504838,0.003447388,0.003328697,0.003138778,0.00290447,0.002733845,0.002586209,0.002472167,0.002335361,0.002238773,0.002137391,0.002047836
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged100+,million,2.00E-06,2.95E-06,4.49E-06,5.16E-06,8.23E-06,8.28E-06,1.26E-05,1.65E-05,2.20E-05,3.73E-05,6.64E-05,1.13E-04,1.26E-04,1.75E-04,2.67E-04,4.01E-04,5.58E-04,6.86E-04,7.99E-04
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged15-19,million,0.005515,0.004884183,0.004278542,0.004412429,0.004475634,0.004367103,0.004032095,0.003670756,0.00349459,0.003439106,0.003323536,0.003133884,0.002900082,0.002730039,0.002583009,0.002469639,0.002333573,0.002237733,0.002137122
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged20-24,million,0.006115,0.005434678,0.004821249,0.004235748,0.004371972,0.00443527,0.004331237,0.004004703,0.003651688,0.003479817,0.003426162,0.00331164,0.003123601,0.002891622,0.002723252,0.002577813,0.002466008,0.002331544,0.002237251
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged25-29,million,0.004924,0.005370303,0.004848272,0.004327904,0.003872621,0.004020336,0.004079282,0.003999158,0.003723887,0.003423237,0.003278106,0.003247263,0.003159118,0.003000592,0.002797939,0.002655126,0.002533347,0.00244374,0.002330567
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged30-34,million,0.003664,0.004349419,0.004747966,0.004350423,0.003925748,0.003597511,0.003755747,0.00381161,0.003760762,0.003539657,0.003290818,0.003164748,0.003147618,0.003075748,0.002935568,0.002751079,0.002624282,0.002517507,0.002442074
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged35-39,million,0.002744,0.003337003,0.003974529,0.004326103,0.004004301,0.003639091,0.003387069,0.003548505,0.003603324,0.003569883,0.003382491,0.003163456,0.003060143,0.003060359,0.003006905,0.002885687,0.002719139,0.002608076,0.002515443
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged40-44,million,0.002359,0.002576321,0.003134445,0.003731092,0.004055911,0.003780134,0.003453338,0.003243202,0.003405287,0.003460234,0.003436897,0.003273036,0.00307634,0.002990557,0.00300462,0.002965432,0.002858447,0.002705207,0.002605658
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged45-49,million,0.003057,0.002324353,0.002539249,0.003078174,0.003660648,0.003981057,0.00372572,0.003415783,0.003222818,0.003386794,0.003443452,0.003423212,0.003262911,0.003069091,0.002985086,0.003000113,0.002961711,0.002855442,0.002702415
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged5-9,million,0.004401,0.004525295,0.004590734,0.004471171,0.004113019,0.003728301,0.003539779,0.003478545,0.003353818,0.003156216,0.002919824,0.002747121,0.002597359,0.002481149,0.002342063,0.002243321,0.002139749,0.00204808,0.00197132
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged50-54,million,0.002338,0.00294086,0.002271866,0.002485124,0.003009152,0.003579364,0.003895915,0.003657969,0.003363108,0.003183763,0.003349082,0.003411641,0.003396447,0.003241945,0.003053206,0.00297294,0.002990795,0.002955202,0.002851365
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged55-59,million,0.001689,0.002243825,0.002823994,0.00220454,0.002416071,0.002927416,0.003486002,0.003798775,0.003577645,0.003297306,0.003130502,0.003299309,0.003368764,0.003360554,0.003213851,0.003032225,0.002957544,0.002980138,0.002949133
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged60-64,million,0.001273,0.001608721,0.002143023,0.00270035,0.002127485,0.002338808,0.002839178,0.003387056,0.003698145,0.003493526,0.003228165,0.003072841,0.003246529,0.003323302,0.003322724,0.003184551,0.003010777,0.002942524,0.002970699
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged65-69,million,0.001223,0.001196539,0.001520327,0.00203191,0.002569381,0.00204188,0.002254942,0.002744826,0.003284415,0.003596889,0.003410678,0.003161734,0.003017993,0.003196576,0.003279776,0.003285976,0.003155221,0.002988265,0.002925182
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged70-74,million,0.001163,0.001096167,0.001086847,0.001392143,0.001873652,0.002387314,0.001915,0.002129123,0.002605603,0.00313302,0.003449676,0.003289562,0.003064328,0.002937194,0.003122196,0.003213969,0.003229383,0.003108966,0.002951197
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged75-79,million,8.13E-04,9.60E-04,9.20E-04,9.27E-04,0.00120413,0.001642436,0.002122632,0.001720829,0.001935316,0.002390821,0.002900194,0.003220694,0.003097695,0.002907449,0.002804888,0.00299911,0.003103327,0.003132937,0.003028611
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged80-84,million,8.01E-04,5.79E-04,7.01E-04,6.89E-04,7.13E-04,9.48E-04,0.001322097,0.001745737,0.001440287,0.001650063,0.002070756,0.002546652,0.002867544,0.00279564,0.002654792,0.002588329,0.002794165,0.002916544,0.00296749
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged85-89,million,3.46E-04,4.48E-04,3.37E-04,4.24E-04,4.34E-04,4.67E-04,6.43E-04,9.28E-04,0.001265436,0.001074533,0.001266718,0.001629027,0.002047529,0.002355739,0.002344327,0.002268317,0.002249217,0.002466657,0.002611524
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged90-94,million,1.43E-04,1.34E-04,1.84E-04,1.46E-04,1.94E-04,2.11E-04,2.39E-04,3.47E-04,5.25E-04,7.53E-04,6.67E-04,8.21E-04,0.001095775,0.001424334,0.001692133,0.001738466,0.001731729,0.001764169,0.001983537
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Female|Aged95-99,million,2.40E-05,3.26E-05,3.31E-05,4.89E-05,4.20E-05,6.05E-05,7.05E-05,8.61E-05,1.33E-04,2.17E-04,3.32E-04,3.13E-04,4.09E-04,5.77E-04,7.88E-04,9.83E-04,0.001058266,0.001102039,0.001169542
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male,million,0.052225,0.05392015,0.055472478,0.056596978,0.057406049,0.058090919,0.058649503,0.058972278,0.059017232,0.058798264,0.058391414,0.057766093,0.05694512,0.055936315,0.054851704,0.053771135,0.052759098,0.051819012,0.050929114
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged0-4,million,0.004962,0.005029426,0.00489105,0.004484054,0.004048433,0.003832765,0.003760655,0.003616892,0.003392424,0.003126304,0.002936232,0.00277063,0.002640733,0.002486644,0.002375759,0.002259913,0.002157012,0.002070098,0.001993947
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged10-14,million,0.005124,0.004540108,0.004705369,0.004776232,0.004661875,0.00429626,0.003902785,0.003708568,0.003645577,0.003517447,0.003313652,0.003064184,0.00288271,0.002725478,0.00260378,0.002458124,0.002354947,0.002246743,0.002151112
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged100+,million,0,4.47E-07,8.87E-07,1.04E-06,1.68E-06,1.75E-06,2.61E-06,3.34E-06,5.50E-06,1.06E-05,1.81E-05,3.29E-05,4.12E-05,6.69E-05,1.04E-04,1.69E-04,2.47E-04,3.02E-04,3.66E-04
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged15-19,million,0.005584,0.005060259,0.004499714,0.004668195,0.004738656,0.00462901,0.004271692,0.003886397,0.003696479,0.003635462,0.003510424,0.003307193,0.003058534,0.002877899,0.002721497,0.002600663,0.002455918,0.002353618,0.0022463
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged20-24,million,0.00628,0.005503895,0.004994556,0.004454096,0.004625794,0.004696118,0.004591625,0.004243082,0.00386637,0.003680956,0.003621854,0.003497948,0.003296393,0.003049614,0.002870699,0.002715925,0.002596679,0.002453534,0.002352763
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged25-29,million,0.005207,0.005713782,0.005009342,0.004541866,0.004121531,0.004310757,0.004373717,0.004295937,0.003995641,0.003668223,0.003508074,0.003468775,0.003367815,0.003191492,0.002969223,0.002811937,0.002677187,0.00257689,0.002452235
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged30-34,million,0.003793,0.004745815,0.005175899,0.004539208,0.00414198,0.003840612,0.00403887,0.004097465,0.004049562,0.003805298,0.003531598,0.003390455,0.00336569,0.003281835,0.003124502,0.002920884,0.002779999,0.00266062,0.002575172
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged35-39,million,0.003165,0.00357299,0.004462034,0.004844141,0.004270826,0.003916817,0.003678854,0.003879545,0.003936501,0.003906131,0.003694339,0.003441508,0.003316228,0.003303666,0.003232789,0.003088821,0.00289777,0.002767868,0.002658584
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged40-44,million,0.002478,0.002979473,0.003389162,0.004224117,0.00457305,0.004049954,0.003725417,0.003526375,0.003726818,0.003783282,0.003763118,0.003576134,0.003347124,0.003240639,0.003243194,0.003187828,0.003059235,0.002882497,0.00276518
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged45-49,million,0.002904,0.002428295,0.002912307,0.003313985,0.004125507,0.0044664,0.003971656,0.003663682,0.003481984,0.003683202,0.003741075,0.003726293,0.003546502,0.003324011,0.003222349,0.003228586,0.003176954,0.003052082,0.002878689
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged5-9,million,0.004626,0.004779779,0.004853229,0.00473086,0.004350871,0.003942811,0.003740922,0.003674476,0.00354077,0.003329868,0.003078462,0.002895012,0.002735785,0.002612056,0.002464288,0.002359133,0.00224895,0.002151419,0.002069621
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged50-54,million,0.002169,0.002773202,0.002356939,0.002824349,0.003219574,0.004008369,0.004342025,0.00387442,0.003583112,0.003416632,0.00361835,0.003684445,0.003677475,0.003507261,0.003293574,0.003198726,0.003210537,0.003164645,0.003045417
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged55-59,million,0.001748,0.002067812,0.002646171,0.00226985,0.002723832,0.003113072,0.003881139,0.004211395,0.00377147,0.003498203,0.003346313,0.003552144,0.003626571,0.003627977,0.003467551,0.003262903,0.003175117,0.003192783,0.003152915
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged60-64,million,0.001174,0.001622354,0.001938012,0.002486968,0.002151896,0.002592572,0.002975623,0.003721028,0.004050218,0.003643732,0.003392164,0.00325766,0.003470059,0.003554778,0.003566931,0.003418998,0.003225974,0.003147241,0.003172646
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged65-69,million,9.07E-04,0.001057469,0.001468007,0.001771198,0.002287774,0.002000112,0.002426948,0.002803301,0.003523366,0.003855402,0.003488713,0.003266758,0.003152629,0.003372712,0.003468517,0.003492882,0.003359279,0.00317932,0.003110741
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged70-74,million,8.50E-04,7.68E-04,9.09E-04,0.001273377,0.001554943,0.002032623,0.001798872,0.002206748,0.00257217,0.003258879,0.003595454,0.00328142,0.003095812,0.003007175,0.003235619,0.003345091,0.003385232,0.003269936,0.003106939
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged75-79,million,5.74E-04,6.43E-04,5.93E-04,7.15E-04,0.001020464,0.001269521,0.001692123,0.001520968,0.001898445,0.002244374,0.002879339,0.003218529,0.002974816,0.00283728,0.00278276,0.003021217,0.003149679,0.003211619,0.003123441
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged80-84,million,4.67E-04,3.59E-04,4.14E-04,3.94E-04,4.90E-04,7.20E-04,9.22E-04,0.001264495,0.001164725,0.001492125,0.001803043,0.002357926,0.002687002,0.002530378,0.002453056,0.002442977,0.002691249,0.002842586,0.002933966
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged85-89,million,1.58E-04,2.18E-04,1.74E-04,2.10E-04,2.09E-04,2.73E-04,4.19E-04,5.59E-04,8.01E-04,7.64E-04,0.001017746,0.001270617,0.001709243,0.002003572,0.001938914,0.001927795,0.001966922,0.002215477,0.002388734
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged90-94,million,5.00E-05,4.85E-05,7.07E-05,5.98E-05,7.60E-05,8.10E-05,1.13E-04,1.84E-04,2.61E-04,3.95E-04,3.97E-04,5.58E-04,7.30E-04,0.001024127,0.001250406,0.001260393,0.001302838,0.001377728,0.001605243
IIASA-WiC POP,SSP2_v9_130115,grd,GRD,Population|Male|Aged95-99,million,5.00E-06,8.78E-06,9.14E-06,1.43E-05,1.28E-05,1.78E-05,2.05E-05,3.09E-05,5.46E-05,8.32E-05,1.36E-04,1.47E-04,2.23E-04,3.11E-04,4.62E-04,5.99E-04,6.41E-04,7.00E-04,7.80E-04
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population,million,14.388929,15.9880081,17.50523624,18.97978668,20.40138659,21.72375632,22.91096183,23.99865782,24.96548848,25.81157584,26.51227739,27.14345172,27.69904823,28.14151363,28.48623837,28.71838872,28.86576782,28.92123141,28.89319654
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female,million,7.377045,8.180559608,8.945516491,9.690800506,10.41072961,11.08171513,11.68366764,12.23200569,12.71625798,13.13679411,13.48213653,13.79079568,14.06139383,14.27795077,14.44736177,14.56287306,14.63774501,14.66684142,14.6545145
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged0-4,million,1.063593,1.066953664,1.059647962,1.072508309,1.080995796,1.065869483,1.028261427,1.006390463,0.973185815,0.943362357,0.903327086,0.875541883,0.848836286,0.805153161,0.768866348,0.726678049,0.697855689,0.663718312,0.628538388
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged10-14,million,0.89188,0.979241141,1.037936589,1.042402589,1.036180304,1.049470695,1.058420601,1.044339145,1.008364039,0.98753623,0.955569675,0.927452312,0.890148154,0.864690194,0.840102904,0.798527369,0.764122819,0.72369274,0.696426987
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged100+,million,1.61E-04,2.62E-04,3.95E-04,6.30E-04,9.63E-04,0.001368668,0.001781953,0.002363747,0.00360539,0.005081501,0.006902872,0.009877702,0.014272684,0.021108665,0.03081697,0.043539798,0.058934334,0.082730919,0.112903966
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged15-19,million,0.795785,0.885181824,0.972064664,1.030612402,1.035304561,1.029344103,1.042749903,1.051825207,1.038038969,1.002503176,0.981991786,0.950848815,0.923488618,0.886928388,0.862111656,0.838124603,0.797142272,0.763265245,0.723321158
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged20-24,million,0.676335,0.787044045,0.875666392,0.961921398,1.020258329,1.025278181,1.019684999,1.033227309,1.042481379,1.029074494,0.994103833,0.974732708,0.944745473,0.918441855,0.882918285,0.859014319,0.835886603,0.7957416,0.762621224
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged25-29,million,0.591597,0.644110916,0.749283352,0.833506152,0.915980491,0.972353908,0.977919413,0.972881421,0.986053823,0.995109194,0.982632831,0.954775244,0.941538684,0.91776788,0.897254083,0.867398445,0.848623351,0.830386785,0.794940565
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged30-34,million,0.495255,0.562404164,0.612678863,0.712375871,0.792111809,0.870867044,0.925279309,0.931272225,0.926996384,0.939910917,0.948832635,0.942684823,0.921437936,0.914033197,0.896164363,0.881194143,0.856735371,0.842907174,0.829402156
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged35-39,million,0.403557,0.47448057,0.539251519,0.587596712,0.683190152,0.759659492,0.835752417,0.888740724,0.895229704,0.891708874,0.904592996,0.917727662,0.916186779,0.899763264,0.896662566,0.883140226,0.872278421,0.851792553,0.841663401
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged40-44,million,0.322365,0.38857247,0.457179935,0.520094617,0.567076515,0.659665161,0.733867125,0.808070205,0.860167556,0.867229997,0.864471524,0.880494386,0.896756698,0.898645876,0.885771496,0.885872562,0.87556192,0.867734476,0.850173797
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged45-49,million,0.262066,0.311279179,0.375609135,0.442570174,0.504100795,0.550189747,0.640671367,0.713348876,0.786350164,0.837938325,0.845675242,0.845702901,0.86405423,0.882750143,0.887144198,0.876842144,0.87927956,0.871280765,0.865650243
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged5-9,million,0.988235,1.04716841,1.051380676,1.044873397,1.058105368,1.066963017,1.052534743,1.016040213,0.994839971,0.962453429,0.933294114,0.894954009,0.868607673,0.8431968,0.800795263,0.765650315,0.724532615,0.696651728,0.663389071
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged50-54,million,0.213293,0.253105002,0.301050428,0.363823061,0.429442601,0.489908863,0.535443511,0.624291695,0.695975681,0.768173027,0.819555432,0.829459554,0.831691128,0.851911565,0.872446657,0.878804147,0.870500834,0.874736409,0.868519386
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged55-59,million,0.185561,0.205393175,0.244220495,0.290944809,0.352347765,0.416802188,0.476453559,0.521626212,0.609232817,0.680246643,0.751973083,0.804367799,0.816105247,0.820150992,0.841929755,0.863986616,0.871958003,0.86526192,0.870952641
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged60-64,million,0.153936,0.176644789,0.196135813,0.233867607,0.279345878,0.339316731,0.402593048,0.461393817,0.50644763,0.592875838,0.66342513,0.735538112,0.788899353,0.802373237,0.808287582,0.831581446,0.855098356,0.86457591,0.859411872
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged65-69,million,0.111787,0.142764175,0.164573769,0.183609519,0.219887224,0.263761401,0.32189253,0.383435267,0.441300324,0.486195137,0.57117773,0.641727998,0.714101924,0.768526768,0.784255436,0.792419997,0.817499559,0.842658955,0.85391975
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged70-74,million,0.088541,0.099041524,0.127316345,0.147785592,0.166071062,0.200225198,0.241832791,0.297007087,0.356157011,0.412364435,0.456949319,0.540034733,0.61009303,0.682595693,0.738363361,0.756989871,0.768133296,0.795426677,0.822744484
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged75-79,million,0.067326,0.072949001,0.082375238,0.106963881,0.125459456,0.142491914,0.173589043,0.211609633,0.262657429,0.317887281,0.371413257,0.415235902,0.494835553,0.5636524,0.63567812,0.692701873,0.715051708,0.730019306,0.760281215
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged80-84,million,0.040568,0.049171445,0.053985937,0.061897445,0.081623235,0.097263004,0.112297292,0.138711295,0.171723759,0.216337297,0.265527835,0.314561345,0.356319801,0.430269429,0.496410906,0.566602827,0.624440407,0.651202609,0.671287301
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged85-89,million,0.018247,0.024599775,0.030404031,0.034085545,0.039973951,0.053930141,0.065808913,0.077625367,0.098061189,0.123993138,0.159646311,0.200077942,0.241805312,0.279623115,0.344428154,0.40495317,0.470617789,0.527300069,0.558686557
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged90-94,million,0.00571,0.008402441,0.011636502,0.014811796,0.017115111,0.020727079,0.028907353,0.036328608,0.04430164,0.057649901,0.075115126,0.099759556,0.128714892,0.160525742,0.191239924,0.242401773,0.29298389,0.349344678,0.401311795
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Female|Aged95-99,million,0.001247,0.001789474,0.002724028,0.00392011,0.00519579,0.006259116,0.007926342,0.011477171,0.015087303,0.019162922,0.025958712,0.03524029,0.048754373,0.065842406,0.085713745,0.106449369,0.140508212,0.176412587,0.218368539
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Male,million,7.011884,7.80744849,8.559719745,9.28898617,9.990656984,10.64204119,11.22729419,11.76665213,12.2492305,12.67478173,13.03014086,13.35265604,13.6376544,13.86356286,14.0388766,14.15551566,14.22802281,14.25438999,14.23868205
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Male|Aged0-4,million,1.103815,1.108519574,1.101155088,1.114877994,1.124127694,1.10888712,1.070506245,1.04896702,1.015095036,0.98502063,0.944073397,0.91532728,0.888074986,0.843042813,0.805225876,0.761194238,0.731137253,0.695501711,0.658750161
IIASA-WiC POP,SSP2_v9_130115,gtm,GTM,Population|Male|Aged10-14,million,0.905937,1.007075555,1.075410274,1.081257752,1.07511422,1.08939816,1.099278316,1.08537806,1.048961734,1.028696673,0.996365086,0.968203408,0.930075417,0.903817589,0.878813726,0.835919995,0.800010264,0.757762567,0.729278403
